movie_id,title,release_date,release_year,overview,tagline,keywords,rating,vote_count,popularity,budget,runtime,genres,production_companies,ethical_values,emotional_theme,ethical_values_clean,emotional_theme_clean
512832,The Prince and the Pauper: Double Trouble,31-07-2007,2007.0,"Mistaken identities make for a remarkable adventure as Tom Canty, a poor beggar boy swaps places with Prince Edwared, the heir to the throne, in this new animated version of this beloved story. With its brilliant CGI animation, all-animal cast of characters and brand-new original songs and music, it's double the fun for audiences of all ages!",,"mistaken identity, peasants vs. royalty",0.0,0,0.1853,0,50.0,"Family, Adventure, Animation",Image Entertainment,"courage, empathy","pure fun, family bonding","['courage', 'empathy']","['pure fun', 'family bonding']"
332228,Wallace & Gromit's World of Invention,14-01-2010,2010.0,"Wallace introduces correspondents, inventors and experts who explain various real-life contraptions, inventions and scientific accomplishments.",,,6.1,8,0.1499,0,174.0,"Family, Animation",,"perseverance, empathy","pure fun, family bonding","['perseverance', 'empathy']","['pure fun', 'family bonding']"
63890,Gene-Fusion,10-05-2011,2011.0,"In the year 2310, a new sport, GENE-FUSION is all the rage! In this exciting game, specially-trainer athletes, called Fusers, design their own super-creature by combining three forms of animal DNA... Four teens, seemingly plucked from obscurity, are trained to be Fusers. They become instant celebrities they perform before sold out crowds. But what hey don't know is that each of them has a role to play in an alien conspiracy to take over the world. Only through learning to work together as a team can these four young heroes take on this alien threat and save the planet from destruction",,,1.5,2,0.192,0,78.0,"Animation, Science Fiction",,"courage, friendship, teamwork","high-energy, heroic quest","['courage', 'friendship', 'teamwork']","['highenergy', 'heroic quest']"
1086456,Dorothy and Toto's Storytime: The Wonderful Wizard of Oz Part 1,12-04-2021,2021.0,Take a ride with Dorothy and her best pal Toto as they share their favorite adventures in the magical land of Oz. It's Dorothy And Toto's Storytime: The Wonderful Wizard Of Oz part 1.,,"reading aloud, storytelling",0.0,0,0.1491,0,76.0,"Fantasy, Family, Animation",,"courage, friendship, empathy","- heartwarming
- family bonding","['courage', 'friendship', 'empathy']","['heartwarming', 'family bonding']"
305660,Seth's Dominion,19-09-2014,2014.0,A 2014 National Film Board of Canada animated/live action documentary directed by Luc Chamberland about the Canadian cartoonist Seth.,,"comic book, comic-strip artist",7.333,6,0.149,0,42.0,"Animation, Documentary",,"perseverance, self-acceptance","- bittersweet: emotional ups and downs, joy mixed with sadness
- dream-driven: aspirational, personal growth, following dreams","['perseverance', 'selfacceptance']","['bittersweet: emotional ups and downs', 'joy mixed with sadness', 'dreamdriven: aspirational', 'personal growth', 'following dreams']"
64432,AniMen: Triton Force,24-03-2010,2010.0,"Over time, the people residing on Swampland began to take on new forms, their modified DNA altering their physiology to better suit their new environment. Generations passed and their original forms were forgotten; these humans had evolved into a new race: the Frogmen.If history (and genetics for that matter) shows us anything, it is that there is always variety.The genetic ""success"" of the Frogmen was also mirrored by the ""achievements"" of another group of human descent: the Cockroaches, otherwise known as the T-zhu Alliance. The brutal T-Hy poured out into the galaxy seeking new territories, resources, and the data crystals left by the original human explorers. The T-Hy's material driven hunger broke the peaceful lives of the Frogmen forcing them to take up arms in order to stop the T-Hy's insatiable ambitions. So began the MALO war.",In stereoscopic 3-d... An Animated Action Adventure movie as big as the Universe!,,6.6,7,0.2998,0,90.0,"Animation, Science Fiction, Adventure",,"courage, loyalty, justice","- high-energy
- heroic quest","['courage', 'loyalty', 'justice']","['highenergy', 'heroic quest']"
37313,Scourge of Worlds: A Dungeons & Dragons Adventure,10-06-2003,2003.0,"Long ago in a land ravaged by strife, an ancient race of mages crafted the ultimate weapon to destroy their enemies, and end all wars. They called it the Aryx Orthian, the Scourge Of Worlds. Hidden safely for hundreds of years, the Scourge is now sought by a new swarm of darkness threatening to unleash its secrets. To save the world, three fearless heroes-Regdar the human warrior, Lidda the rogue halfling, and Mialee the elf wizard-must embark on a treacherous quest and choose between honor and evil, between life and death. But the choice is not theirs. It is yours.",,,5.5,2,0.1487,0,90.0,"Fantasy, Animation, Action, Science Fiction",Rhino Entertainment,"courage, loyalty, justice","- heroic quest
- high-energy","['courage', 'loyalty', 'justice']","['heroic quest', 'highenergy']"
1087045,Bot Brains,05-11-2019,2019.0,"Intelligent robot Clank and his loyal sidekick, Bolt, travel the starry galaxy aboard their spaceship, going where no bots have gone before! Will robot Clank and his sidekick Bolt evade villain Lazer Head long enough to collect the information they need?",,,0.0,0,0.1485,0,61.0,Animation,MVD Entertainment Group,"courage, friendship, perseverance","- high-energy
- heroic quest","['courage', 'friendship', 'perseverance']","['highenergy', 'heroic quest']"
643407,Arthur and the Haunted Tree House,23-10-2017,2017.0,"While trick-or-treating, Francine meets an elderly woman with a very mysterious past; Binky finds himself at Mr. Ratburn's amazing haunted house; and Arthur, Buster and Ladonna fear the tree house may be haunted.",,,6.5,2,0.1482,0,57.0,"Animation, TV Movie","GBH, PBS KIDS, Oasis Animation","courage, friendship, empathy","- heartwarming
- pure fun","['courage', 'friendship', 'empathy']","['heartwarming', 'pure fun']"
665503,The Rhythm and Roots of Arthur,20-01-2020,2020.0,"Pack your bags, buckle your seatbelts, and get ready for an ARTHUR road trip to the family farm! Arthur's Great-Grand Uncle Theo is celebrating his 85th birthday, so the Reads (and Buster) are off to Ohio to join in the festivities. While D.W. and Arthur learn that farm life is a little different than life in Elwood City, Buster worries he may be getting in the way at this family reunion. With the help of Cousin Miles, some llamas, and a little bit of music, they all discover what it truly means to be family.",,,0.0,0,0.1481,0,56.0,"Animation, TV Movie","GBH, Oasis Animation","family, friendship, empathy","- heartwarming
- family bonding","['family', 'friendship', 'empathy']","['heartwarming', 'family bonding']"
437938,The Pure Necessity,29-01-2017,2017.0,"What if animals stopped behaving like humans? And music was banned from the soundtrack? A non-narrative revisiting of the Disney classic, Jungle Book. To make his own version, the artist painstakingly redrew the frames of the original by hand, one by one, to create a familiar, yet entirely new experience.",,,0.0,0,0.0594,1000000,50.0,Animation,,"resilience, self-acceptance","dream-driven, bittersweet","['resilience', 'selfacceptance']","['dreamdriven', 'bittersweet']"
1404467,The Broken Promise Hololive English -Promise- 1st Anniversary Musical,14-12-2024,2024.0,"For eons, light and dark have fought ceaselessly for dominion over the world.  Whispers echo of a Dark Lord whose insidious grip on the realm is marked by insatiable lust, twisted jealousy, ravenous greed, unrelenting vanity, and possessive manipulation.  A group of adventurers rose to face this threat with hidden wishes of secrets and shadows untold.",,"musical, hololive",0.0,0,0.174,0,64.0,"Music, Fantasy, Animation",hololive production,"courage, loyalty, justice","- heroic quest
- bittersweet","['courage', 'loyalty', 'justice']","['heroic quest', 'bittersweet']"
843339,The Whisper of Ziggurat: Untold Secrets of Elamite Civilization,26-10-2020,2020.0,"5000 years ago the ancient Elamites established a glorious civilization that lasted about three millennia. They created marvelous works in architecture and craftsmanship. These works of art depict the lifestyle, thoughts, and beliefs of the Elamites.","The Whisper of Ziggurat: Untold Secrets of Elamite Civilization (2020), An animation documentary about the ancient Elamite civilization","pyramid, mythology, architecture, ancient world, ancient history, antique, ancient civilization, archeology, babylon, architecture history, mesopotamia, persian empire, bronze age",0.0,0,0.148,0,42.0,"Animation, Documentary, History",Ryan Rad pictures,"courage, empathy","- heroic quest
- dream-driven","['courage', 'empathy']","['heroic quest', 'dreamdriven']"
1179190,The Devil Dogs of Kilo Company,24-12-2015,2015.0,A company of Marines deep behind enemy lines on a top secret mission are out manned and out gunned as they fight their way to hell and back leaving a path of death and destruction in their wake.,A Company of Marines… Deep Behind Enemy Lines.,,0.0,0,0.1477,0,70.0,"Animation, Action, War, Adventure, History",,"courage, loyalty, perseverance","- high-energy
- heroic quest","['courage', 'loyalty', 'perseverance']","['highenergy', 'heroic quest']"
166639,Love Hina FINAL SELECTION: Anime Digest & LOVE LIVE HINA in Tokyo BAY N.K. -,08-05-2001,2001.0,"The Tokyo Bay N.K. performance of Love Live Hina, signaling the end of the series and features live group and solo performances by seiyuus Ueda Yuuji, Horie Yui, Asakawa Yuu , Noda Junko, Yukino Satsuki, Kurata Masayo, Kobayashi Yumiko, and Takagi Reiko. Also features a 30 minute summary of the anime.",,concert,6.429,7,0.1474,0,101.0,"Animation, Romance, Comedy",King Records,"friendship, perseverance, empathy","- heartwarming
- family bonding","['friendship', 'perseverance', 'empathy']","['heartwarming', 'family bonding']"
117160,The Canterville Ghost,31-10-2001,2001.0,"An American family receives an inheritance a century English castle with its gardens and furniture includes a real ghost, that of Simon de Canterville. The ghost, which aims to continue to enjoy peace of mind several hundred years, using their best techniques to get rid of the spooky family upset.",,,7.0,2,0.1473,0,50.0,"Fantasy, Science Fiction, Family, Animation",Burbank Animation Studios,"courage, empathy, justice","- pure fun
- family bonding","['courage', 'empathy', 'justice']","['pure fun', 'family bonding']"
844496,Weebles: Sharing in the Fun,13-09-2005,2005.0,"The Weebles continue to share their adventures and lessons with children, discovering that it isn't important to be perfect, but to try your best to learn how to be polite to a guest - even one that's behaving badly.",Weebles Wobble But They Won't Fall Down!,,0.0,0,0.1792,0,40.0,Animation,"Playskool, Film Roman","kindness, friendship, responsibility","- heartwarming
- family bonding","['kindness', 'friendship', 'responsibility']","['heartwarming', 'family bonding']"
288125,Street Fighter: The New Challengers,06-09-2011,2011.0,"Legendary fighter Ryu begins his journey around the world, Cammy's quest to discover her past takes a number of turns, and Chun-Li's investigation into Shadaloo takes her from the Hong Kong underworld to the jungles of Brazil.",,,5.2,6,0.1715,0,90.0,"Action, Animation","Pacific Entertainment Group, Udon Entertainment, Capcom","courage, justice, perseverance","- high-energy
- heroic quest","['courage', 'justice', 'perseverance']","['highenergy', 'heroic quest']"
544778,Lovesick Fool - Love in the Age of Like,01-02-2018,2018.0,The adventures of a single guy in L.A. in search of true love.,There comes a time bla bla bla..,,0.0,0,0.1291,0,42.0,"Animation, Comedy","Mezmo Productions, Noise and Vision, Unforeseen Productions","friendship, perseverance, self-acceptance","bittersweet, heartwarming","['friendship', 'perseverance', 'selfacceptance']","['bittersweet', 'heartwarming']"
449301,The Wacky Adventures of Ronald McDonald: Birthday World,30-03-2001,2001.0,"It's Ronald's birthday and Hamburglar, upset that he didn't get Ronald a present, invites everyone to a fake amusement park known as ""Birthday World"" to celebrate, run by an evil mad scientist named Professor Thaddeus J. Pinchworm. Everyone is amused at first, but they can no longer escape and no longer fall for the poor designs of the rides until they ride a rollercoaster which turns them into babies (both Franklin and Tika are wearing diapers) and they need to find out how to return to their original ages, even though their certain abilities are limited since they are toddlers.",,,6.6,5,0.1462,0,40.0,"Family, Animation, Comedy, Fantasy","Klasky-Csupo, McDonald's","courage, friendship, perseverance","- pure fun
- family bonding","['courage', 'friendship', 'perseverance']","['pure fun', 'family bonding']"
181084,African Tales,05-01-2010,2010.0,"A young girl, Azuka, is hunted by warriors bent on killing her because she bears the mark of Uru, a wicked sorceress from the past. Azuka is protected from the warriors by a powerful female warrior and her human/jaguar friend (and others). But the warriors and others won't stop until Azuka is dead and buried and the curse of Uru buried as well.",,"superstition, survival, man hunt",0.0,0,0.1459,0,65.0,Animation,,"courage, loyalty, justice","- heroic quest
- bittersweet","['courage', 'loyalty', 'justice']","['heroic quest', 'bittersweet']"
688532,Wicked!,01-04-2001,2001.0,The Appleman is infected with a virus. He is about to contaminate everything that is good in the town Terngabbie. Dawn and Rory share a house in this town and Appleman wants to harm everything...,,,0.0,0,0.1458,0,90.0,"Animation, Horror",,"courage, empathy, justice","- high-energy
- heroic quest","['courage', 'empathy', 'justice']","['highenergy', 'heroic quest']"
665586,Sea Horses,03-09-2019,2019.0,When a baby sea horse named Trigger gets lost during an ocean storm it's up to two little friendly fish  to get her safely back home!  Their journey takes them on an epic adventure into the open ocean where they escape sharks and other foes with the help of old friends while making new ones!  Join the seahorses of Sea Horse Town and learn the importance of friendship and home!,Wrap your tail around a great adventure!,seahorse,0.0,0,0.1454,0,80.0,"Animation, Family",,"friendship, courage, perseverance","- heartwarming
- heroic quest","['friendship', 'courage', 'perseverance']","['heartwarming', 'heroic quest']"
927871,Dogtown 2,16-01-2022,2022.0,It's election time in Dogtown and longtime Mayor Jack Russel has his nose fixed on a fourth term. But Barney Lockjaw plots to take over the junkyard. Will Dogtown stop Barney Lockjaws before it's too late? Find out in Dogtown 2.,,,7.0,3,0.1245,0,62.0,"Family, Animation","Ruthless Studios, WOWNow Entertainment","courage, justice, loyalty","- high-energy
- pure fun","['courage', 'justice', 'loyalty']","['highenergy', 'pure fun']"
414859,Thomas and Friends: Up Up & Away!,06-03-2012,2012.0,"Thomas and Percy have a special Special as they try and try again to bring balloons to Mr. Bubbles' Big Balloon Show. At the Children's Steam Fair, Emily learns there are great rewards - and laughs - in helping others, Kevin tries his hook at Hide and Peep, and Thomas has a wonky whistle! Up, up and away for exciting adventures with Thomas & Friends!",The Sky's the Limit for Fun & Adventure!,,6.0,1,0.1451,0,49.0,"Family, Animation","Lionsgate Home Entertainment, HiT Entertainment","perseverance, friendship, kindness","- pure fun
- family bonding","['perseverance', 'friendship', 'kindness']","['pure fun', 'family bonding']"
590406,Masameer: Taharyat Kalb,21-03-2019,2019.0,A short movie from the popular series,,,8.25,4,0.1449,0,42.0,Animation,myrkott™,"justice, friendship, empathy","pure fun, family bonding","['justice', 'friendship', 'empathy']","['pure fun', 'family bonding']"
574057,The Tale of The Three Bears,01-01-2000,2000.0,"Goldilocks is an ordinary little girl, whose parents take her to spend her holidays in a little house in the countryside. But one day, while she is playing in the forest, Goldilocks gets lost. This is the beginning of a wonderful adventure, as Goldilocks meets and makes friends with the Three Bears. She also encounters weird and wacky characters like the no-good Trolls and Dr Egg, the nuttiest mad scientist in the world.  The Tale of the Three Bears is a story full of excitement, friendship and fun, that will charm young and old viewers alike.",,,0.0,0,0.1045,0,60.0,Animation,Neptuno Films,"friendship, kindness, courage","heartwarming, pure fun","['friendship', 'kindness', 'courage']","['heartwarming', 'pure fun']"
1225585,Bugs Bunny at the Symphony,07-05-2010,2010.0,A concert musical featuring Looney Tunes characters.,,concert film,0.0,0,0.1445,0,130.0,"Animation, Music","Warner Bros. Interactive Entertainment, IF/X Production, Warner Records","friendship, perseverance, empathy","- pure fun
- family bonding","['friendship', 'perseverance', 'empathy']","['pure fun', 'family bonding']"
937048,Love Letter Templates,24-09-2021,2021.0,"Entirely shot in San Francisco's most recognizable landmarks between 2001 to 2009, this series of thirteen music video short stories intertwine the lives of millennials lost in San Francisco's dark dive bars and night clubs during the 2000s.",,,6.5,1,0.1445,5000,87.0,"Drama, Animation",,"friendship, self-acceptance, resilience","bittersweet, family bonding","['friendship', 'selfacceptance', 'resilience']","['bittersweet', 'family bonding']"
586923,Titanic Sinks in Real Time,14-04-2016,2016.0,"From ""Titanic: Honor and Glory"" this is a two hours and forty minutes long animation of the Titanic sinking in real time.",,,10.0,1,0.1445,0,161.0,"Documentary, Animation, Drama","Four Funnels Entertainment Co, Vintage Digital Revival LLC","empathy, courage","bittersweet, heroic quest","['empathy', 'courage']","['bittersweet', 'heroic quest']"
357934,The Jungle Book: Bird-Day Bash,29-07-2014,2014.0,"It's a Bird-Day Bash in the jungle and your favorite Jungle Book characters want to share the fun with you! Help Mowgli, Darzee and Cheel save the day and celebrate with Mowgli as he officially becomes a real wolf!",Mowgli becomes a real wolf!,,10.0,1,0.1495,0,86.0,Animation,,"friendship, courage, family","- heartwarming
- pure fun","['friendship', 'courage', 'family']","['heartwarming', 'pure fun']"
379789,Mighty Mighty Monsters in New Fears Eve,31-12-2013,2013.0,"Scorned by monster girls and unable to get a hook up for the New Years Eve monster dance, Vlad accepts Dr. Shcherbatova's ""invite"" to participate in the James A. Meredith middle school talk show production ""BOYS TALK GIRLS"". Dragging Frankie and Gunnar along, Vlad's vanity sinks the bros into a lame talk-show filled with soul bearing emotions, facial makeovers and the dreaded New Years Eve human kiss! Will Vlad choose his friends over being right? Will Frankie kiss a human girl on a live televised event?",,new year's eve,0.0,0,0.238,0,44.0,"Animation, Family",,"friendship, self-acceptance, courage","- pure fun
- family bonding","['friendship', 'selfacceptance', 'courage']","['pure fun', 'family bonding']"
589107,Kipper: Fun In The Sun,18-03-2003,2003.0,"There's hot fun in the summertime when Kipper and his pals enjoy the great outdoors. From boating at the beach to splashing in the pool, the water is the perfect place to enjoy the sunshine. The fun continues when Kipper, Tiger and Arnold compete in a game of crazy golf. But when the friends decide to race one another, Tiger lands in the pond. To Pig's amazement, Arnold learns to ride a bike - with a little help from Kipper. Finally, they're off to spend the day at the farm with new friends! There's always something new under the sun with Kipper and company!",,,0.0,0,0.1438,0,60.0,Animation,"HiT Entertainment, Grand Slamm Children's Films","friendship, kindness, family","- pure fun
- family bonding","['friendship', 'kindness', 'family']","['pure fun', 'family bonding']"
425145,Torrey Pines,18-10-2016,2016.0,"Torrey Pines is a stop-motion animated feature film by director Clyde Petersen. Based on a true story, the film is a queer punk coming-of-age tale, taking place in Southern California in the early 1990's.  Raised by a schizophrenic single mother, Petersen's life story unfolds in a series of baffling and hallucinated events. With a mother fueled by hallucinations of political conspiracy and family dysfunction, twelve-year-old Petersen is taken on a cross-country adventure that will forever alter the family as they know it.",,"based on true story, autobiography, road trip, coming of age, gender identity, mother son relationship",6.3,3,0.1435,0,60.0,"Adventure, Animation, Drama",,"family, self-acceptance, empathy","bittersweet, family bonding","['family', 'selfacceptance', 'empathy']","['bittersweet', 'family bonding']"
639725,Penguin Land,15-10-2019,2019.0,"Zooey and Flip are two young penguins on a mission. With Christmas right around the corner, they set out to fulfill their colony's fish quota, making sure each and every penguin has a holiday feast that fills their bellies and warms their wings. But, there's one problem - Zooey and Flip can't catch any fish. Hatching a plan to plant a community garden of shared ice vegetables, Zooey believes she has the answer to Penguin Land's fish shortage. So pull on your snow shoes and come visit Penguinland, where fun and adventure forever grow.",The Coolest Brrr-ds Around!,"winter, penguin",0.0,0,0.1432,0,70.0,Animation,Dream Machine Animation,"perseverance, kindness, friendship","- heartwarming
- family bonding","['perseverance', 'kindness', 'friendship']","['heartwarming', 'family bonding']"
558237,Kung Fu Masters 3,13-11-2018,2018.0,"In the spirit realm, Oogway fights against a bull adversary named Kai, who has defeated all the other kung fu masters in the realm and taken their chi. Oogway too is ensnared and has his chi stolen, but warns Kai that the Dragon Warrior, Po, will stop him. Kai takes this as a challenge to steal the Dragon Warrior's chi and returns to the mortal realm. Meanwhile, Master Shifu announces his retirement from teaching and passes the role of teacher to Po. An initially excited Po realizes that teaching kung fu is not as easy as anticipated, and the Furious Five are injured as a result. Po is demoralized because of his failure, but Shifu advises Po that instead of trying to be a teacher, he should try to be himself. Po returns home where he meets a panda, Li Shan, whom they both realize is his long-lost biological father. They quickly bond with each other, much to the jealousy of Po's adoptive father, Mr. Ping.",,,3.5,2,0.1272,0,93.0,Animation,,"family, self-acceptance","- heartwarming
- family bonding","['family', 'selfacceptance']","['heartwarming', 'family bonding']"
1189939,Monster Class: Dragons Vs Wizards,01-08-2023,2023.0,"Join Monster Class teacher extraordinaire Count Dracula as he goes batty for cryptozoology, the amazing science behind the study of monsters! What? Go on! In the world of cryptids — that's a fancy word for monsters — two mythical beasts stand head and shoulders above the rest... You've no doubt heard their names... Seen the evidence and wondered to yourself, could such fantastical beasts actually exist? What if they did? Leave it to professor Dracula to line up the facts and take you on the cryptozoology adventure of the century – Dragons Vs Wizard! We have a lot to discover about these two legends before the sun comes up so let's get haunting in Monster Class: Dragons Vs Wizards!",,,0.0,0,0.1426,0,45.0,Animation,WOWNow Entertainment,"courage, empathy","- high-energy
- pure fun","['courage', 'empathy']","['highenergy', 'pure fun']"
814773,Black Is Beltza II: Ainhoa,30-09-2022,2022.0,"Ainhoa is born by chance in La Paz (Bolivia); but she grows up in Cuba and, at the age of 21, in 1988, she travels to the Basque Country (Spain) to discover the land of Manex, her father. In the midst of political struggle, she meets Josune, a committed journalist, and her group of friends.",,,7.2,3,0.1426,0,85.0,"Animation, Crime, Thriller","Talka Records & Films, AMBRA Projectes Culturals","friendship, justice, family","bittersweet, family bonding","['friendship', 'justice', 'family']","['bittersweet', 'family bonding']"
631024,Captain Maya and the Space Explorers,05-02-2019,2019.0,"Nick and Taffy are on a fun-filled mission through outer space, absorbing all the facts they can, and enjoying every minute of it! And when the esteemed Professor Mucus joins them via satellite, the learning kicks into warp speed! Join the Space Explorers on a fun and educational adventure for kids and grown ups alike!",,,0.0,0,0.1348,0,70.0,Animation,WOWNow Entertainment,"friendship, perseverance, curiosity","- pure fun
- family bonding","['friendship', 'perseverance', 'curiosity']","['pure fun', 'family bonding']"
528590,The Wacky Adventures of Ronald McDonald: The Monster O' McDonaldland Loch,28-04-2003,2003.0,The gang travels to Scotland where a scientist attempts to build a replica of the Loch Ness Monster. Birdie befriends the Loch Ness Monster who wants his existence to be kept a secret.,,,6.3,6,0.1423,0,45.0,"Animation, Comedy, Family, Fantasy, TV Movie","Klasky-Csupo, McDonald's","friendship, empathy, loyalty","- pure fun
- family bonding","['friendship', 'empathy', 'loyalty']","['pure fun', 'family bonding']"
502345,Scarygirl,05-10-2023,2023.0,"As her world is shrouded in darkness, a young girl must overcome her fears and travel to a mysterious city of light, save her father from a dangerous scientist and prevent the destruction of her planet.",She was made to be a hero.,"octopus, animals, father daughter relationship, talking animal",6.9,60,1.8931,0,90.0,"Animation, Adventure, Family, Fantasy","Passion Pictures Australia, Highly Spirited, Like A Photon Creative, Cosmic Dino Studio, Alceon Entertainment Partners, Madman Entertainment","courage, family, empathy","- heroic quest
- family bonding","['courage', 'family', 'empathy']","['heroic quest', 'family bonding']"
623011,Avenger Dogs,10-01-2019,2019.0,"When the universe's highest-flying dogs warp into outer space, Skyfetcher and Spaceslobber get a call from canine headquarters! It seems an unknown force is attacking unsuspecting planets, and it's up to them to root out the source of the trouble!",,,4.7,7,1.8895,0,71.0,"Animation, Science Fiction, Comedy",,"courage, friendship, justice","high-energy, heroic quest","['courage', 'friendship', 'justice']","['highenergy', 'heroic quest']"
627661,Cranston Academy: Monster Zone,29-04-2020,2020.0,An intelligent 15-year-old high school student is unexpectedly transferred to a boarding school where he opens a portal of monsters from another dimension.,Keep the door closed...,,6.0,105,1.885,0,80.0,"Animation, Adventure, Science Fiction, Fantasy, Horror","Ánima Estudios, ReDefine, Virtuso Productions","courage, friendship, empathy","high-energy, heroic quest","['courage', 'friendship', 'empathy']","['highenergy', 'heroic quest']"
327418,Batman Unlimited: Animal Instincts,12-05-2015,2015.0,"Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat.","Hi-Tech, High Stakes, High Danger!","superhero, cartoon, super power",5.8,158,1.8761,0,78.0,"Action, Animation, Family","Warner Bros. Animation, DC Entertainment","courage, justice","high-energy, heroic quest","['courage', 'justice']","['highenergy', 'heroic quest']"
681260,Maya the Bee: The Golden Orb,07-01-2021,2021.0,"When Maya, a headstrong little bee, and her best friend Willy, rescue an ant princess, they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits.",Everyone's favourite bee is back!,"friendship, anthropomorphism, european, 3d animation, cartoon bee, australian",6.6,99,1.8705,0,89.0,"Adventure, Animation, Family","Studio 100 Media, Studio B Animation, Flying Bark Productions","friendship, courage, empathy","- heartwarming
- heroic quest","['friendship', 'courage', 'empathy']","['heartwarming', 'heroic quest']"
474498,Mariah Carey's All I Want for Christmas Is You,11-09-2017,2017.0,"When young Mariah sees a darling little puppy named ""Princess"" at the pet store, she suddenly knows exactly what she wants for Christmas. But before her Christmas wish can come true, she must prove that she can dog-sit her uncle's dog, Jack, a scraggly rascal; in fact, the worst dog in the county!",,"based on song, poem or rhyme, christmas",5.4,70,1.8664,0,91.0,"Animation, Family","Universal Animation Studios, Universal 1440 Entertainment, Splash Entertainment, Magic Carpet Productions","courage, empathy","- heartwarming
- family bonding","['courage', 'empathy']","['heartwarming', 'family bonding']"
14248,Igor,19-09-2008,2008.0,"A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",All men aren't created Evil.,"experiment, mad scientist, henchman, hunchback, doomsday device, evil genius, evil scientist",5.946,569,1.8633,25000000,87.0,"Animation, Comedy, Family, Fantasy, Horror","Exodus Film Group, Sparx Animation Studios, Metro-Goldwyn-Mayer","courage, perseverance, self-acceptance","dream-driven, pure fun","['courage', 'perseverance', 'selfacceptance']","['dreamdriven', 'pure fun']"
196254,Barbie Mariposa & the Fairy Princess,25-08-2013,2013.0,"Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",Friendship overcomes any obstacle.,"princess, fairy, based on toy, butterfly",6.9,319,1.8626,0,75.0,"Animation, Family, Fantasy","Mattel, Rainmaker Entertainment","friendship, courage, empathy","- heartwarming
- heroic quest","['friendship', 'courage', 'empathy']","['heartwarming', 'heroic quest']"
396330,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,21-06-2016,2016.0,"The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City.",,"super power, lego",6.7,143,1.8609,0,78.0,"Animation, Family, Adventure, Action, Comedy","Warner Bros. Animation, DC Entertainment, LEGO","friendship, justice, courage","- pure fun
- family bonding","['friendship', 'justice', 'courage']","['pure fun', 'family bonding']"
857702,LEGO Star Wars Terrifying Tales,01-10-2021,2021.0,"Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",Rest in pieces.,,6.848,260,1.8568,0,45.0,"Animation, Family, Science Fiction, Comedy, TV Movie","Lucasfilm Ltd., Atomic Cartoons, LEGO","courage, loyalty, justice","- high-energy
- pure fun","['courage', 'loyalty', 'justice']","['highenergy', 'pure fun']"
417047,Barbie & Her Sisters in a Puppy Chase,04-10-2016,2016.0,"Barbie and her sisters go to an island paradise for a dance competition, but they must work together as a team to find their pets after their furry friends go missing at a horse festival.",,"puppy, dog",6.7,139,1.8564,0,75.0,"Family, Animation","Mattel Playground Productions, Rainmaker Entertainment, Mattel","loyalty, family, perseverance","- family bonding
- pure fun","['loyalty', 'family', 'perseverance']","['family bonding', 'pure fun']"
378111,A Stork's Journey,28-04-2017,2017.0,"Orphaned at birth and raised by storks, teenage sparrow Richard believes he is one of them. But when time comes to migrate to Africa, his stork family is forced to reveal his true identity and leave him behind in the forest, since he is not a migratory bird and would not survive the journey. Determined to prove he is a stork after all, Richard ventures south on his own. But only with the help of Olga, an eccentric owl with an imaginary friend and Kiki, a narcissistic, disco-singing parakeet, does he stand a chance to reach his goal and learn to accept who he really is.",Their adventure is the destination.,"imaginary friend, stork, journey",6.0,148,1.8525,0,85.0,"Animation, Family, Fantasy, Adventure, Comedy","Walking The Dog, Den Siste Skilling, Knudsen & Streuber Medienmanufaktur, Ulysses Filmproduktion, Melusine Productions","courage, friendship, perseverance","- heartwarming
- heroic quest","['courage', 'friendship', 'perseverance']","['heartwarming', 'heroic quest']"
